企业名称,省份,城市,统一社会信用代码,法定代表人,企业类型,成立日期,注册资本,地址,邮箱,经营范围,网址,电话号码,电话号码（更多号码）
江阴敔悦置业有限公司,江苏,无锡市,913202815810779619,章辉,有限责任公司（法人独资）,2011-09-09,31017.49万人民币元,江阴市云亭街道太平路140-1号,mail@bjcapitalland.com.cn,"从事江阴市2010-C-130号地块房地产开发、经营(限制类、禁止类除外);物业管理。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-88218522,
上海晔恩置业发展有限公司无锡分公司,江苏,无锡市,,欧阳莉莉,有限责任公司分公司,2009-06-09,,无锡市滨湖区马山三号桥团结西路,,许可经营项目:无 一般经营项目:投资管理;物业管理;室内装潢;商务咨询(除经纪);会务服务;企业形象策划;建筑装潢材料、机电产品、五金交电、通迅器材、计算机软硬件及配件、服装鞋帽、工艺品的销售。上述经营范围中涉及专项审批的待批准后方可经营*,,,
无锡易房置业顾问有限公司北大街分公司,江苏,无锡市,91320213MA1URD367G,王云燕,有限责任公司分公司,2015-09-08,,无锡市北塘区颐和湾公寓8-18,2431779906@qq.com,"房产经纪服务、经济贸易咨询服务、家务服务、物业管理(凭有效资质证书经营)、展览展示服务、企业形象策划、礼仪服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-2750793,0510-82750793；0510-82615662；
深圳市星彦行置业有限公司无锡分公司,江苏,无锡市,91320211MA1MN7UP9H,曹学远,有限责任公司分公司,2016-06-20,,无锡市建筑西路599-1幢十层1030,huayq@cnfantasia.com,"房地产经纪;房地产信息咨询。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-85526666,
无锡易房置业顾问有限公司瑞星家园分公司,江苏,无锡市,91320211MA1UTK180P,王云燕,有限责任公司分公司,2014-03-13,,无锡市瑞星家园35-21号,2431779906@qq.com,"房产经纪服务;经济贸易咨询服务;家务服务;物业管理(凭有效资质证书经营);展览展示服务;企业形象策划;礼仪服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-2750793,0510-82750793；0510-88209677；
无锡易房置业顾问有限公司绿洲花园分公司,江苏,无锡市,91320213MA1UR4725U,王云燕,有限责任公司分公司,2015-03-13,,无锡市北塘区兴源北路37号,2431779906@qq.com,"房产经纪服务、经济贸易咨询服务、家务服务、物业管理(凭有效资质证书经营);展览展示服务、企业形象策划、礼仪服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-2750793,0510-82750793；0510-82696207；
无锡易房置业顾问有限公司芦庄第二分公司,江苏,无锡市,91320213MA1R8UBGXQ,王云燕,有限责任公司分公司,2017-09-29,,无锡市梁溪区芦庄路344号,,"房产经纪服务;家务服务;展览展示服务;企业形象策划;礼仪服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-2750793,
无锡易房置业顾问有限公司芦庄分公司,江苏,无锡市,91320213MA1UQWJQ93,王云燕,有限责任公司分公司,2011-04-29,,无锡市芦庄路260号,2431779906@qq.com,"房产经纪服务、经济贸易咨询服务、家务服务;物业管理(凭有效资质证书经营);展览展示服务、企业形象策划、礼仪服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-2750793,0510-82750793；0510-82717925；0510-82725605；0510-82719325；0510-82731676；
无锡易房置业顾问有限公司解放东路分公司,江苏,无锡市,91320213MA1R62DC28,王云燕,有限责任公司分公司,2017-09-14,,无锡市解放东路943号,,"房产经纪服务;家务服务;物业管理(在总公司资质范围内经总公司授权开展经营活动);展览展示服务;企业形象策划;礼仪服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-82750793,
无锡易房置业顾问有限公司金科中南路分公司,江苏,无锡市,91320213MA1QFEYW0W,王云燕,有限责任公司分公司,2017-09-06,,无锡市梁溪区闻艺路78-2,,"房产经纪服务;家务服务;物业管理(在总公司资质范围内经总公司授权开展业务);展览展示服务;企业形象策划;礼仪服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-82750793,
无锡市鼎盛房地产置业有限公司五爱分公司,江苏,无锡市,913202030914745775,顾维敏,有限责任公司分公司,2014-01-15,,无锡市南长区五爱家园61号,437572509@qq.com,"房屋信息服务;房产中介服务;经济信息咨询。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-82702869,0510-85058383；
房金美置业发展(北京)有限公司无锡分公司,江苏,无锡市,91320213MA1MX4632D,徐加明,有限责任公司分公司,2016-10-12,,无锡市清扬路118-2404,,"房地产开发;物业管理;房地产咨询;企业管理;企业策划、设计。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,13851026800,
无锡易房置业顾问有限公司芦庄新乐苑分公司,江苏,无锡市,91320213MA1NRXLT8F,王云燕,有限责任公司分公司,2017-04-17,,无锡市芦庄路新乐苑45,,"房产经纪服务;家务服务;物业管理(凭有效资质证书经营);展览展示服务;企业形象策划;礼仪服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-82750793,
无锡市鼎盛房地产置业有限公司惠泉分公司,江苏,无锡市,91320204787687546J,顾维敏,有限责任公司分公司,2006-05-08,,无锡市北塘区惠泉花园256号,437572509@qq.com,"房屋信息服务、房产中介服务、经济信息咨询服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-82702869,0510-85058383；
无锡市鼎盛房地产置业有限公司上马墩分公司,江苏,无锡市,91320202079888486B,顾维敏,有限责任公司分公司,2013-09-11,,无锡市崇安区上马墩路10-11,437572509@qq.com,"房屋信息服务、房产中介服务、经济信息咨询。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-82702869,0510-85058383；
无锡市鼎盛房地产置业有限公司团结分公司,江苏,无锡市,91320211MA1Q3YWQ80,顾维敏,有限责任公司分公司,2017-08-18,,无锡市滨湖区团结一村11-10,437572509@qq.com,"房屋信息服务、房产中介服务、经济信息咨询。(依法须经批准的项目,经相关部门批准后方可开展经营活动",,0510-82702869,
无锡市鼎盛房地产置业有限公司金太湖分公司,江苏,无锡市,91320204MA1MKM1UXR,顾维敏,有限责任公司分公司,2015-01-09,,无锡市北塘区霞美路60号,437572509@qq.com,"房屋信息服务、房产中介服务、经济信息咨询。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-82702869,
无锡春秋嘉业置业发展有限公司洪泽分公司,江苏,淮安市,,黄泽铭,台、港、澳投资公司分公司,2010-08-25,,洪泽县人民路19号,ronghua@126.com,"许可经营项目:普通住宅、标准厂房的开发建设。一般经营项目:经营、管理本公司开发的房产(经营范围中涉及国家专项审批规定的,须办理审批后方可经营)。",,0510-87563111,18036533773；0517-87237111；0517-87201071；
无锡市鼎盛房地产置业有限公司中桥分公司,江苏,无锡市,91320203MA1MG4YE8F,顾维敏,有限责任公司分公司,2016-03-14,,无锡市中桥二村140#一楼一间,437572509@qq.com,"房屋信息服务、房产中介服务、经济信息咨询。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-82702869,
无锡易房置业顾问有限公司太湖新城玉兰花园分公司,江苏,无锡市,91320211MA1N3GQN3D,王云燕,有限责任公司分公司,2016-12-14,,无锡市滨湖区玉兰花园D幢31-1单元,2431779906@qq.com,"房产经纪服务;经济贸易咨询服务;家务服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-2750793,0510-82750793；
无锡易房置业顾问有限公司县前西街分公司,江苏,无锡市,91320213MA1UQPG91B,王云燕,有限责任公司分公司,2014-08-25,,无锡市县前西街220号,2431779906@qq.com,"房产经纪服务,经济贸易咨询服务,家务服务,物业管理(凭有效资质证书经营),展览展示服务,企业形象策划,礼仪服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-2750793,0510-82750793；0510-82802165；0510-82801562；0510-82801603；0510-82802169；
无锡市鼎盛房地产置业有限公司宁海里分公司,江苏,无锡市,91320202MA1MFMAW6T,顾维敏,有限责任公司分公司,2016-03-01,,无锡市学前东路747号,437572509@qq.com,"房屋信息服务、房产中介服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-82702869,
江苏途家置业顾问有限公司无锡阳山分公司,江苏,无锡市,91320206MA1MF8FM82,庞古峰,有限责任公司分公司,2016-02-05,,无锡市惠山区阳山镇桃源西路888号,hongqinc@sweetome.com,"房地产经纪;房地产咨询;物业管理;酒店管理;软件技术开发、咨询、服务;会议服务;经济贸易咨询;住宿服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,18112518167,
无锡市鼎盛房地产置业有限公司尤渡分公司,江苏,无锡市,91320213MA1NR8842A,顾维敏,有限责任公司分公司,2017-04-13,,无锡市广源路尤渡苑60号-92-1,437572509@qq.com,"房屋信息服务;房产中介服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-82702869,
无锡市鼎盛房地产置业有限公司瑞星家园分公司,江苏,无锡市,91320213MA1NL9QT19,顾维敏,有限责任公司分公司,2017-03-21,,无锡市瑞星家园35-6,437572509@qq.com,"房屋信息服务;房产中介服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-82702869,
无锡合通投资置业咨询有限公司明珠广场宾馆分公司,江苏,无锡市,91320213MA1R95X73X,张孝国,有限责任公司分公司,2007-10-15,,无锡市中山路397-399号四楼、五楼部分,81981542@qq.com,"住宿。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-82708366,
无锡易房置业顾问有限公司金科新大陆分公司,江苏,无锡市,91320213MA1URU1NXY,王云燕,有限责任公司分公司,2013-01-17,,无锡万博广场1幢5-3单元1层123号,2431779906@qq.com,"房产经纪服务;经济贸易咨询服务;家务服务;物业管理(凭有效资质证书经营);展览展示服务;企业形象策划;礼仪服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-2750793,0510-82750793；0510-82403621；0510-82418375；0510-82418572；0510-82731676；
江苏途家置业顾问有限公司无锡马山分公司,江苏,无锡市,9132021130194470X5,周磊,有限责任公司分公司,2014-04-30,,无锡市滨湖区国家旅游度假区七里风光堤99号,benlinz@sweetome.com,"房地产经纪,房地产咨询,物业管理,酒店管理,软件技术开发、咨询、服务,会议服务,经济贸易咨询,住宿服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",www.tujia.com,17768303300,13771977714；0510-85269888；
江苏云联惠置业有限公司,江苏,无锡市,91320200MA1MUE510D,颜明俊,有限责任公司,2016-09-14,3000万人民币元,无锡市山北街道会西郁巷52-50,137607155@QQ.COM,"房地产开发经营;房地产经纪;物业管理;房地产营销策划;房地产咨询;设计、制作、代理和发布各类广告。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,13656177281,
青岛拜登置业发展有限公司无锡第一分公司,江苏,无锡市,91320211MA1N7NMR1K,魏玉萍,有限责任公司分公司,2016-12-27,,无锡市万达文化旅游城第3幢11单元8层820号,weiyuping@bedom.com,"保洁服务(不含高处作业);酒店管理(不含餐饮经营服务);房屋租赁;物业管理;住宿服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,021-23561158,
无锡市鼎盛房地产置业有限公司通扬分公司,江苏,无锡市,91320203796148472C,顾维敏,有限责任公司分公司,2007-01-16,,无锡市通扬路27号,437572509@qq.com,"房屋信息咨询服务、房地产中介服务、经济信息咨询(不含国家专项行政许可项目)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-82702869,0510-85058383；
