企业名称,省份,城市,统一社会信用代码,法定代表人,企业类型,成立日期,注册资本,地址,邮箱,经营范围,网址,电话号码,电话号码（更多号码）
无锡惠山万达广场有限公司,江苏,无锡市,913202065753612026,齐界,有限责任公司（法人独资）,2011-05-16,5000万人民币元,无锡市惠山区花园街9号,wuxiwandaxz@126.com,"房地产开发经营,自有房产出租,物业管理,酒店管理,利用自有资金对外投资,日用品的销售,企业管理咨询。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-85166038,
无锡市健雅口腔医院管理有限公司,江苏,无锡市,91320200330873736G,王权,有限责任公司,2015-02-11,6000万人民币元,无锡市健康路6号,wxjykq@163.c0m,"为口腔医院提供管理服务;营养健康咨询;医疗设备的技术开发、技术转让;医疗器械销售(需领取许可证的凭许可证所列项目经营);企业管理咨询;企业营销策划;贸易咨询;企业形象策划;建筑装修装饰工程的设计;组织文化艺术交流活动;会议及展览服务;...自有房产的租赁。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-82701792,
无锡市蒋明房产中介咨询服务部,江苏,无锡市,,钱小红,个体工商户,2006-04-05,3万人民币元,无锡市健康路195-101号,,房产信息咨询服务。,,,
无锡市蔚蓝房产中介服务部,江苏,无锡市,,邢晓蔚,个体工商户,2001-12-06,0.5万人民币元,无锡市永乐路运河新村9号,,房产中介服务。,,,
无锡市英杰房产信息咨询服务部,江苏,无锡市,,李娴萍,个体工商户,2006-04-30,2万人民币元,无锡市新区南站振奋路49号,,房产信息咨询服务。,,,
无锡华舍置业有限公司,江苏,无锡市,,张明杰,有限责任公司(中外合资),2003-05-12,2960万美元,无锡惠山经济开发区北欧世界项目地块,,从事房产开发，销售本公司开发的房产（不含国家限制项目，涉及国家专项审批的经批准后方可经营）。,,,
无锡宜家购物中心有限公司,江苏,无锡市,91320205696779728A,丁晖,有限责任公司(外国法人独资),2009-11-27,18700万美元,无锡市锡山经济开发区团结中路3号,kelly.chen1@ikea.com,"纺织品、服装及日用品、文化、体育用品及器材(不含图书、报刊、音像制品)、金银饰品、珠宝(不含毛钻、裸钻)、汽车零配件、家用电器及电子产品、一类医疗器械、五金、家具及室内...经营本公司的房产,从事本公司房产的开发(不含国家限制禁止类项目,凭有效资质证书经营)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-81167969,
无锡太湖国际科技园投资开发有限公司,江苏,无锡市,913202147843907631,秦霞,有限责任公司,2006-01-27,480000万人民币元,无锡市新吴区清源路18号530创业大厦A区201,,"城市基础设施开发;工程项目建设;对太湖国际科技园内项目的投资;企业管理;投资咨询服务;物业管理;自有房产出租。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",http://www.tpark-idc.com/Index.asp,0510-85387022,0510-85381089；
无锡天鸣置业有限公司,江苏,无锡市,913202007624209844,沈美钗,有限责任公司(台港澳法人独资),2004-11-24,600万美元,无锡市湖滨路157号B区213号,3546443607@qq.com,"房产开发、经营本公司开发房产(不含国家限制类、禁止类项目,涉及专项审批的凭有效许可证明经营);物业管理。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-85136333,
无锡市南长区金相邻信息咨询服务部,江苏,无锡市,,朱姞,个体工商户,2004-10-09,,无锡市锡甘路24号-8,,"家政服务、婚姻中介的咨询服务(涉及专项审批的,经批准后方可经营)。",,,
无锡保利资产经营实业有限公司,江苏,无锡市,,王星星,有限责任公司,2009-06-15,13588万人民币元,无锡市解放东路1000-T014,,许可经营项目:无 一般经营项目:自有房产出租;资产管理(不含国有资产)。(上述经营范围涉及专项审批的经批准后方可经营)*,,0510-82729888,
无锡市鑫屋屋房产咨询服务部,江苏,无锡市,,胡军,个体工商户,2008-05-12,3.6万人民币元,无锡市长庆路279—6B,,房产咨询的服务。,,,
无锡鼎恒房产经纪有限公司,江苏,无锡市,91320214MA1Q4Y701D,季伟,有限责任公司,2017-08-24,100万人民币元,无锡市新吴区长江北路保利天悦华府22-12号,3161871531@qq.com,"房地产中介服务;房地产营销策划;企业营销策划;市场营销策划;物业管理;经济与商务咨询服务(不含投资咨询);装饰装修服务;家庭服务;会议及展览服务;礼仪服务;大型庆典活动策划组织服务;设计、制作、代理和发布各类广告;工艺美术品、小礼品的销售。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,18861516216,
无锡市心筑房产中介服务部,江苏,无锡市,,王晶,个体工商户,2007-04-28,3万人民币元,无锡市新区梅村香梅花园88-107号,,房产中介；保洁服务。,,,
无锡市公用房产经营总公司房产开发分公司,江苏,无锡市,,陈学平,,,,,,,,,
九龙仓(无锡)置业有限公司,江苏,无锡市,913202007945950413,陈国邦,有限责任公司(台港澳法人独资),2006-11-10,30758万美元,无锡市钟书路99号国金中心5楼,lichao@wharfwuxi.com,"从事对无锡市市民广场南侧2-006-020-011号地块商务办公、酒店、会议及商业配套设施及无锡市XDG-2006-71号地块商业、办公、普通住宅的开发,经营本公司开发的房产,停车场管理服务。(不含国家限制类和禁止类项目,凭有效资质证书经营。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",http://www.wharfholdings.com,0510-81028160,0510-81028102；
无锡市南长区宇洁房产信息咨询服务部,江苏,无锡市,,朱强,个体工商户,2004-09-20,,无锡市人民东路33号(东林大酒店地下车库门卫旁),,"房产信息、保姆信息咨询服务;室内清洗服务;房产中介服务(以上经营范围涉及许可证、专项审批的,经批准取得有效证件后方可经营)。",,,
无锡市南太房地产开发有限公司,江苏,无锡市,,陈刚,有限责任公司,1996-09-03,1500万人民币元,人民中路10号,,无锡市10号地块房产的开发、销售和管理。,,,
无锡市南长区普天房产信息服务部,江苏,无锡市,,蔡述航,个体工商户,2003-10-27,2.5万人民币元,无锡市南长街454号,,房产信息的咨询服务。,,,
无锡嘉腾置业有限公司,江苏,无锡市,91320206582333613P,裴丹,有限责任公司（法人独资）,2011-09-22,72000万人民币元,无锡市惠山区阳山镇新渎街1号,15371059801@163.com,"房地产开发、经营;建筑材料的销售;自有房产租赁;房产中介。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,15371059801,0510-66726175；0510-85382221；
无锡市南长区宇光房产信息咨询服务部,江苏,无锡市,,杨旭昌,个体工商户,2005-06-13,1万人民币元,无锡市五爱家园1号304室,,房产信息咨询服务。,,,
无锡市南长区美誉房产信息咨询服务部,江苏,无锡市,,周明,个体工商户,2005-03-15,2万人民币元,无锡市通扬路88-1,,房产信息咨询服务部。,,,
无锡市北塘区海景房产信息咨询服务部,江苏,无锡市,,陈俊,个体工商户,2007-11-08,3万人民币元,无锡市北塘区春申路55-1902,,房产信息咨询服务。,,,
无锡市鑫河房产信息咨询服务部,江苏,无锡市,,朱丽娜,个体工商户,2004-04-21,,无锡市运河新村170号,,房产、家政信息咨询服务。,,,
无锡太湖国家旅游度假区城建综合开发公司,江苏,无锡市,913202111362517815,赵晖,全民所有制,1987-10-17,18218.8万人民币元,无锡市滨湖区马山梅梁路26号,103768961@qq.com,"房地产开发(按资质证书);建筑材料、装璜装饰材料、铝合金型材、钢材、电工器材、水暖器材的销售;自有房屋租赁、房产中介服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-85995757,13912397198；
无锡市北塘区顺畅房产中介服务部,江苏,无锡市,,张孝君,个体工商户,2008-06-11,,无锡市北塘区民丰西苑241号,,房产中介服务。,,,
无锡市南长区辰兴房产信息咨询服务部,江苏,无锡市,,林慧君,个体工商户,2004-05-27,0.1万人民币元,无锡市南长街469号,,房产、家务信息服务。,,,
无锡市仙居房产中介服务部,江苏,无锡市,,李峒亚,个体工商户,2005-05-08,,无锡市复兴路108号(房地产市场2号席位),,"房产信息咨询的服务。(涉及国家专项规定的,经批准后方可经营)",,,
无锡市适家房产中介服务部,江苏,无锡市,,从霞,个体工商户,2007-12-14,,无锡市南长区沁园新村15-5-101,,房产中介、家政服务。,,,
无锡锡证房产经纪有限公司,江苏,无锡市,,李珺,,,,,,,,,
无锡玉锡房产经纪有限公司,江苏,无锡市,,包振玉,,,,,,,,,
无锡名将战魂网络科技有限公司,江苏,无锡市,91320213MA1W3YRF17,盖迎迎,有限责任公司,2018-02-09,10万人民币元,无锡市梁溪区兴源北路401号(北创科技园一期大楼1925),,"计算机网络的技术开发、技术咨询、技术服务;组织策划文化艺术交流活动;房产营销策划;房产经纪;房产信息咨询。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,,
无锡丽悦置业有限公司,江苏,无锡市,,邱仲慧,有限责任公司(中外合作),2006-01-23,1700万美元,无锡蠡溪路南端,,"许可经营项目:房产开发,经营本公司开发房产。(不含国家限制类项目,涉及专项审批的凭有效许可证明经营)一般经营项目:无",,0510-83959999,
无锡五洲国际装饰城有限公司,江苏,无锡市,91320200770542754U,舒策城,有限责任公司(台港澳法人独资),2005-02-01,30000万人民币元,无锡市惠山经济开发区钱桥配套区(锡宜高速入口处),wz@hkwzig.com,"经营自有房产;物业管理;房地产开发(地号为6303-88-1、6303-88-3、6303-89-1、6303-89-2、6303-89-5、6303-89-6、6303-89-7、6303-90-1、6303-90-2、6303-91-1、6303-91-2)(不含国家限制、禁止类项目,凭有效资质证书经营)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",www.hkwzig.com,0510-68025520,0510-68025616；0510-68025580；0510-83235000；
无锡天安智慧城置业有限公司,江苏,无锡市,91320214697921482Q,胡爱民,有限责任公司(台港澳法人独资),2009-12-28,25000万人民币元,无锡新区菱湖大道228号天安智慧城1-1105,qinyi@tiananchina.cn,"从事无锡(太湖)国际科技园TKY-GY-B-03、04号地块的房地产开发,经营本公司开发的房产(不含国家限制、禁止类项目,凭有效资质证书经营)。传感技术研发;自有房产的租赁;物业管理服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-82710310,0510-81170000；
无锡玉海置业有限公司,江苏,无锡市,91320206699312867N,钱瑛,有限责任公司（法人独资）,2009-12-16,5000万人民币元,无锡市惠山区玉祁街道平湖路,251461148@qq.com,"房地产开发与房产销售。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-88207555,0510-88207555；
无锡通达创富投资有限公司,江苏,无锡市,91320214MA1UQELR0W,陆原,有限责任公司,2017-12-15,4500万人民币元,无锡市新吴区瑞港商业广场A-1201,,"利用自有资金对外投资;房产经纪。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,,
无锡恒灵房产服务有限公司,江苏,无锡市,91320281MA1NH5AR01,张欢,有限责任公司,2017-03-07,100万人民币元,江阴市江锋路359号,921183738@qq.com,"房产中介服务;营销策划服务;家政服务;室内外装饰装潢工程的设计;设计、制作、代理国内外各类广告;社会经济咨询(不含投资咨询);企业管理服务(不含投资与资产管理);旅游管理服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,15949292916,
